"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","4","","CHAINING","","CHAINING","","V2-PLN-XP.02",""
"passed","Thu Sep 12 02:07:34 GMT 2024","Thu Sep 12 02:07:34 GMT 2024","3","","STD","","STD","","LTE.01",""
"failed","Thu Sep 12 02:32:13 GMT 2024","Thu Sep 12 02:32:13 GMT 2024","49","","FORWARD-CHAINER","","FORWARD-CHAINER","","FORWARD-CHAINER-XP.01",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","1","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.08",""
"failed","Thu Sep 12 01:59:59 GMT 2024","Thu Sep 12 01:59:59 GMT 2024","43","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS1-PRE.05",""
"failed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:32 GMT 2024","45000","","WHOLE-TESTS","","WHOLE-TESTS","","walk_thru.bc_comp",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B3-DIRECT.01",""
"passed","Thu Sep 12 01:59:59 GMT 2024","Thu Sep 12 01:59:59 GMT 2024","3","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS2.08",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","B5-TYPES-PRELIM.03",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-STRINGS.05",""
"failed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:27 GMT 2024","40000","","WHOLE-TESTS","","WHOLE-TESTS","","main-branch.tests5",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","3","","SPACES","","SPACES","","ADD-REMOVE-MATCH-INTEGER.42",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.15",""
"passed","Thu Sep 12 02:39:03 GMT 2024","Thu Sep 12 02:39:03 GMT 2024","4","","JOHN-CARRY-FLOWER","","JOHN-CARRY-FLOWER","","JOHN-CARRY-FLOWER-TEST.02",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","SPACE-SUBTRACTION-TESTS.02",""
"failed","Thu Sep 12 02:40:10 GMT 2024","Thu Sep 12 02:40:10 GMT 2024","375","","EXPERIMENTS","","EXPERIMENTS","","SYNTHESIZE-VIA-LET-TEST.01",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","523","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH2.05",""
"failed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:27 GMT 2024","40000","","WHOLE-TESTS","","WHOLE-TESTS","","SICP_book.chapter_2_2",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","2","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.37",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","2","","BASIC","","BASIC","","STATE-TYPES.11",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","2","","WALK-THRU","","WALK-THRU","","TMPMATCH1.03",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:53 GMT 2024","6000","","WHOLE-TESTS","","WHOLE-TESTS","","chaining.v2-pln-xp-sys-impl",""
"passed","Thu Sep 12 02:30:20 GMT 2024","Thu Sep 12 02:30:20 GMT 2024","3","","CURRIED-CHAINING","","CURRIED-CHAINING","","CURRIED-CHAINER.03",""
"passed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","1","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.27",""
"passed","Thu Sep 12 02:29:44 GMT 2024","Thu Sep 12 02:29:44 GMT 2024","3","","COMMON","","COMMON","","LISTTEST.10",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","INTERSECTION-TESTS.01",""
"failed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:27 GMT 2024","40000","","WHOLE-TESTS","","WHOLE-TESTS","","SICP_book.chapter_2_1",""
"failed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","86","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.03",""
"passed","Thu Sep 12 02:29:35 GMT 2024","Thu Sep 12 02:29:35 GMT 2024","3","","BACKWARD-CHAINING","","BACKWARD-CHAINING","","BC-XP.14",""
"passed","Thu Sep 12 02:38:17 GMT 2024","Thu Sep 12 02:38:17 GMT 2024","3","","POLYWARD-CHAINING","","POLYWARD-CHAINING","","PC-XP.12",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","89","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.62",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","2","","CHAINING","","CHAINING","","TYPE-PROP.05",""
"passed","Thu Sep 12 02:07:34 GMT 2024","Thu Sep 12 02:07:34 GMT 2024","2","","STD","","STD","","HIGHER-ORDER-FUNCS.04",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","3","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","SUPERCOLLAPSE.05",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-MIX-FLOAT-INTEGER.19",""
"failed","Thu Sep 12 02:07:34 GMT 2024","Thu Sep 12 02:07:34 GMT 2024","23","","STD","","STD","","KB-WRITE.01",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","3","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","C3-PLN-STV.01",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-FLOAT.02",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","1","","CHAINING","","CHAINING","","TYPE-PROP.04",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","F1-IMPORTS.03",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.06",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TEST-IF-CLOSED.08",""
"failed","Thu Sep 12 02:40:05 GMT 2024","Thu Sep 12 02:40:05 GMT 2024","17","","SYNTHESIS","","SYNTHESIS","","UNIFYTEST.01",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","3","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.01",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.02",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","2","","BASIC","","BASIC","","STATE-TYPES.23",""
"passed","Thu Sep 12 01:59:59 GMT 2024","Thu Sep 12 01:59:59 GMT 2024","126","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS0-PREV.01",""
"failed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","58","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.02",""
"failed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","187","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IFC-XP.25",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:55 GMT 2024","8000","","WHOLE-TESTS","","WHOLE-TESTS","","john-carry-flower.john-carry-flower-test",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","comparisons.inf-ctl-month-xp-short_3",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","2","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.04",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","METTALOGTESTCURRIED2.03",""
"failed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","105","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.76",""
"passed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","148","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.02",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.base_test_repr_parse_intersection",""
"failed","Thu Sep 12 03:08:14 GMT 2024","Thu Sep 12 03:08:14 GMT 2024","362","","MULTIDIRECTIONAL","","MULTIDIRECTIONAL","","IOIOIOI-USING-EQUALITY.03",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","54","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.08",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","3","","WALK-THRU","","WALK-THRU","","METTALOGTESTCURRIED2.03",""
"passed","Thu Sep 12 03:16:45 GMT 2024","Thu Sep 12 03:16:45 GMT 2024","3","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT.05",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","3","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","TYPES3.01",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","1","","QUICK","","QUICK","","D4-TYPE-PROP.07",""
"passed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","2","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.14",""
"passed","Thu Sep 12 02:29:35 GMT 2024","Thu Sep 12 02:29:35 GMT 2024","2","","BACKWARD-CHAINING","","BACKWARD-CHAINING","","BC-XP.01",""
"passed","Thu Sep 12 01:49:43 GMT 2024","Thu Sep 12 01:49:43 GMT 2024","2","","MODULE-SYSTEM","","MODULE-SYSTEM","","F1-IMPORTS.12",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","2","","SPACES","","SPACES","","ADD-REMOVE-MATCH-INTEGER.13",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","3","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-MODULEA.07",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","3","","CHAINING","","CHAINING","","V2-PLN-XP-SYS-IMPL.01",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.11",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","1","","SPACES","","SPACES","","ADD-REMOVE-MATCH-SYMBOLS.12",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","3","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","SUPERCOLLAPSE.02",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","3","","WALK-THRU","","WALK-THRU","","TMPMATCH2.01",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.71",""
"failed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","218","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-XP.13",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","2","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.20",""
"failed","Thu Sep 12 01:59:59 GMT 2024","Thu Sep 12 02:00:00 GMT 2024","1262","","MAIN-BRANCH","","MAIN-BRANCH","","TESTS3.02",""
"passed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","2","","CHECK-TYPES","","CHECK-TYPES","","D4-TYPE-PROP.16",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","module-system.f1_imports",""
"passed","Thu Sep 12 02:32:28 GMT 2024","Thu Sep 12 02:32:28 GMT 2024","2","","HOL","","HOL","","LISTTEST.01",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.14",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.11",""
"passed","Thu Sep 12 01:49:43 GMT 2024","Thu Sep 12 01:49:43 GMT 2024","2","","MODULE-SYSTEM","","MODULE-SYSTEM","","F1-IMPORTS.01",""
"passed","Thu Sep 12 02:39:17 GMT 2024","Thu Sep 12 02:39:17 GMT 2024","2","","ORIENTATION","","ORIENTATION","","ORIENTATION-TEST.02",""
"failed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","12","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.19",""
"passed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","2","","CHECK-TYPES","","CHECK-TYPES","","D1-GADT.07",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","chaining.parent_go_comp",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.26",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:56 GMT 2024","9000","","WHOLE-TESTS","","WHOLE-TESTS","","iterative-chaining.ibc-xp",""
"passed","Thu Sep 12 02:47:30 GMT 2024","Thu Sep 12 02:47:30 GMT 2024","3","","NARS-EXTRAS","","NARS-EXTRAS","","RUN-MINNARS.01",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","134","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.21",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.64",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B5-TYPES-PRELIM.23",""
"passed","Thu Sep 12 02:03:51 GMT 2024","Thu Sep 12 02:03:51 GMT 2024","2","","CHAINING","","CHAINING","","TYPES-PRELIM.03",""
"passed","Thu Sep 12 02:33:34 GMT 2024","Thu Sep 12 02:33:34 GMT 2024","2","","INFERENCE-CONTROL","","INFERENCE-CONTROL","","INF-CTL-MONTH-BC-CONT-XP.06",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","3","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.40",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c3_pln_stv",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","debugging.hyperon_experimental_issue_514",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","1","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","INTERSECTION-TESTS.04",""
"failed","Thu Sep 12 03:05:17 GMT 2024","Thu Sep 12 03:05:17 GMT 2024","49","","DEBUGGING","","DEBUGGING","","HYPERON-EXPERIMENTAL-ISSUE-481.01",""
"passed","Thu Sep 12 02:31:53 GMT 2024","Thu Sep 12 02:31:53 GMT 2024","3","","ENTAIL","","ENTAIL","","IMPLICATIONDIRECTINTRODUCTIONENTAILTEST.03",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","954","","WALK-THRU","","WALK-THRU","","BC-IMPL.02",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","104","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.60",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.12",""
"failed","Thu Sep 12 03:06:23 GMT 2024","Thu Sep 12 03:06:23 GMT 2024","209","","DISTRIBUTED-PROCESSING","","DISTRIBUTED-PROCESSING","","USE-TWO-SERVERS.01",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","std.symbols",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","SPACE-INTERSECTION-TESTS.13",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","3","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IFC-XP.18",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","00-LANG-CASE.01",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.space_subtraction_tests",""
"passed","Thu Sep 12 02:35:35 GMT 2024","Thu Sep 12 02:35:35 GMT 2024","273","","ITERATIVE-CHAINING","","ITERATIVE-CHAINING","","IBC-XP.29",""
"passed","Thu Sep 12 02:22:02 GMT 2024","Thu Sep 12 02:22:02 GMT 2024","3","","STRIPS-TO-METTA-IMPROVED","","STRIPS-TO-METTA-IMPROVED","","QUERIES.09",""
"passed","Thu Sep 12 03:16:45 GMT 2024","Thu Sep 12 03:16:45 GMT 2024","2","","COMPARISONS","","COMPARISONS","","INF-CTL-MONTH-XP-SHORT-3.07",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.14",""
"passed","Thu Sep 12 03:02:02 GMT 2024","Thu Sep 12 03:02:02 GMT 2024","2","","WALK-THRU","","WALK-THRU","","DEBUG-METTALOGTESTCURRIED.11",""
"passed","Thu Sep 12 03:16:45 GMT 2024","Thu Sep 12 03:16:45 GMT 2024","2","","COMPARISONS","","COMPARISONS","","ADD-ATOM-NAIVE-FIB.02",""
"passed","Thu Sep 12 03:00:34 GMT 2024","Thu Sep 12 03:00:34 GMT 2024","2","","DIRECT-COMP","","DIRECT-COMP","","00A-LANG-COMPILED-CASE.09",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","F1-IMPORTS.01",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","transpiler.let_superpose_list2",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.is_space",""
"passed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","3","","BASIC","","BASIC","","TEST-INFER-FUNCTION-APPLICATION-TYPE.01",""
"passed","Thu Sep 12 02:30:11 GMT 2024","Thu Sep 12 02:30:11 GMT 2024","2","","TRUTHVALUE","","TRUTHVALUE","","EVIDENTIALTRUTHVALUETEST.01",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","entail.DeductionEntailTest",""
"passed","Thu Sep 12 02:06:51 GMT 2024","Thu Sep 12 02:06:51 GMT 2024","90","","SPACES","","SPACES","","ADD-REMOVE-MATCH-INTEGER.38",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:49:52 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","fizzbuzz.simple",""
"failed","Thu Sep 12 03:10:28 GMT 2024","Thu Sep 12 03:10:28 GMT 2024","58","","BASIC","","BASIC","","PATHFINDING-EASY.01",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN.02",""
"passed","Thu Sep 12 01:49:43 GMT 2024","Thu Sep 12 01:49:43 GMT 2024","2","","MODULE-SYSTEM","","MODULE-SYSTEM","","F1-IMPORTS.16",""
"passed","Thu Sep 12 01:49:47 GMT 2024","Thu Sep 12 01:50:10 GMT 2024","23000","","WHOLE-TESTS","","WHOLE-TESTS","","language_models.training",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","2","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.02",""
"passed","Thu Sep 12 01:51:26 GMT 2024","Thu Sep 12 01:51:26 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","STRING-TESTS.14",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","A3-TWOSIDE.04",""
"failed","Thu Sep 12 03:08:14 GMT 2024","Thu Sep 12 03:08:14 GMT 2024","148","","MULTIDIRECTIONAL","","MULTIDIRECTIONAL","","APPEND-USING-EQUALITY.01",""
"passed","Thu Sep 12 02:22:43 GMT 2024","Thu Sep 12 02:22:43 GMT 2024","336","","TRAVERSER","","TRAVERSER","","BASIC.05",""
"passed","Thu Sep 12 01:55:19 GMT 2024","Thu Sep 12 01:55:19 GMT 2024","2","","METTA-MORPH-TESTS","","METTA-MORPH-TESTS","","MULTIFUNCTION.01",""
"passed","Thu Sep 12 03:00:34 GMT 2024","Thu Sep 12 03:00:34 GMT 2024","2","","DIRECT-COMP","","DIRECT-COMP","","DEFINE-IF-LIKE.06",""
"passed","Thu Sep 12 01:49:51 GMT 2024","Thu Sep 12 01:49:51 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-MODULEA.09",""
"passed","Thu Sep 12 01:59:31 GMT 2024","Thu Sep 12 01:59:31 GMT 2024","2","","QUICK","","QUICK","","F1-IMPORTS.17",""
"passed","Thu Sep 12 01:57:19 GMT 2024","Thu Sep 12 01:57:19 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.03",""
"failed","Thu Sep 12 02:25:48 GMT 2024","Thu Sep 12 02:25:48 GMT 2024","63","","CHECK-TYPES","","CHECK-TYPES","","D5-AUTO-TYPES.02",""
"passed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","2","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","B5-TYPES-PRELIM.12",""
"passed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","2","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","PROB-DEP-TYPES.06",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","91","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.02",""
"passed","Thu Sep 12 02:08:21 GMT 2024","Thu Sep 12 02:08:21 GMT 2024","3","","SICP-BOOK","","SICP-BOOK","","CHAPTER-2-4.01",""
"passed","Thu Sep 12 02:29:29 GMT 2024","Thu Sep 12 02:29:29 GMT 2024","2","","BACKWARD-CHAINER","","BACKWARD-CHAINER","","BACKWARD-CHAINER-XP.33",""
"failed","Thu Sep 12 02:08:11 GMT 2024","Thu Sep 12 02:08:11 GMT 2024","51","","STDLIB-METTALOG","","STDLIB-METTALOG","","STDLIB-METTALOG-TEST-PT2.13",""
"failed","Thu Sep 12 02:25:28 GMT 2024","Thu Sep 12 02:25:28 GMT 2024","55","","CHECK-TYPES-TEMP","","CHECK-TYPES-TEMP","","TYPE-PROP.55",""
"passed","Thu Sep 12 02:17:41 GMT 2024","Thu Sep 12 02:17:41 GMT 2024","2","","PROB-DEP-TYPES","","PROB-DEP-TYPES","","INF-ORDER-PROBS.09",""
